,종명,접수일시,도로유형,도로명
18675,개,2019-03-13,국도,일반국도37호선
18676,개,2019-03-13,국도,일반국도3호선
18677,고라니,2019-03-13,국도,일반국도23호선
18678,고라니,2019-03-13,국도,일반국도17호선
18679,고라니,2019-03-13,국도,일반국도7호선
18680,고라니,2019-03-13,국도,일반국도7호선
18681,고라니,2019-03-13,국도,일반국도46호선
18682,고라니,2019-03-13,국도,일반국도1호선
18683,고라니,2019-03-13,국도,일반국도4호선
18684,고라니,2019-03-13,국도,일반국도36호선
18685,고라니,2019-03-13,국도,일반국도17호선
18686,고양이,2019-03-13,국도,일반국도21호선
18687,고양이,2019-03-13,국도,일반국도21호선
18688,고양이,2019-03-13,국도,일반국도21호선
18689,고양이,2019-03-13,국도,일반국도34호선
18690,고양이,2019-03-13,국도,일반국도21호선
18691,너구리,2019-03-13,국도,일반국도36호선
18692,너구리,2019-03-13,국도,일반국도1호선
18693,너구리,2019-03-13,국도,일반국도28호선
18694,너구리,2019-03-13,국도,일반국도35호선
18695,너구리,2019-03-13,국도,국도1호선
18696,고양이,2019-03-13,국도,일반국도47호선
18697,고라니,2019-03-13,국도,일반국도34호선
18698,고양이,2019-03-13,국도,국도1번
18699,오소리,2019-03-13,국도,일반국도21호선
18700,고양이,2019-03-13,국도,일반국도47호선
18701,고양이,2019-03-13,국도,일반국도38호선
18702,고양이,2019-03-13,국도,일반국도17호선
18703,고양이,2019-03-13,국도,일반국도21호선
18704,고양이,2019-03-13,국도,국도58번
18705,개,2019-03-13,국도,생림대로
18706,족제비,2019-03-12,국도,국도25번
18707,멧토끼,2019-03-13,국도,국도36번
18708,멧비둘기,2019-03-13,국도,국도5번
18709,족제비,2019-03-13,국도,국도14번
18710,너구리,2019-03-13,국도,국도34번
18711,고양이,2019-03-13,국도,국도14번
18712,고양이,2019-03-13,국도,국도14번
18713,족제비,2019-03-12,국도,국도14번
18714,말똥가리,2019-03-12,시도,어림비로
18715,고양이,2019-03-12,국도,일반국도38호선
18716,고양이,2019-03-12,국도,일반국도6호선
18717,개,2019-03-12,국도,일반국도1호선
18718,고양이,2019-03-12,국도,일반국도1호선
18719,고라니,2019-03-12,국도,일반국도1호선
18720,고양이,2019-03-12,국도,일반국도43호선
18721,고양이,2019-03-12,국도,일반국도46호선
18722,고양이,2019-03-12,국도,일반국도1호선
18723,고양이,2019-03-12,국도,일반국도38호선
18724,고양이,2019-03-12,국도,일반국도37호선
18725,고라니,2019-03-12,국도,일반국도1호선
18726,고라니,2019-03-12,국도,일반국도4호선
18727,고라니,2019-03-12,국도,일반국도32호선
18728,꿩,2019-03-12,국도,일반국도28호선
18729,고라니,2019-03-12,국도,일반국도45호선
18730,고라니,2019-03-12,지방도,지방도70호선
18731,고양이,2019-03-12,국도,일반국도45호선
18732,고라니,2019-03-12,국도,일반국도20호선
18733,미동정(조류),2019-03-12,국도,일반국도19호선
18734,고양이,2019-03-12,국도,일반국도30호선
18735,개,2019-03-12,국도,일반국도38호선
18736,고양이,2019-03-12,국도,일반국도17호선
18737,고양이,2019-03-12,국도,일반국도25호선
18738,개,2019-03-12,국도,일반국도37호선
18739,고양이,2019-03-12,국도,일반국도17호선
18740,너구리,2019-03-12,국도,일반국도42호선
18741,너구리,2019-03-12,국도,국도21번
18742,너구리,2019-03-12,국도,일반국도2호선
18743,개,2019-03-12,국도,일반국도17호선
18744,멧돼지,2019-03-12,국도,일반국도37호선
18745,너구리,2019-03-12,고속국도(재정),당진영덕선
18746,개,2019-03-12,국도,일반국도32호선
18747,개,2019-03-12,국도,일반국도45호선
18748,고양이,2019-03-12,국도,일반국도45호선
18749,고라니,2019-03-12,국도,일반국도43호선
18750,고라니,2019-03-12,지방도,지방도70번
18751,고양이,2019-03-12,국도,국도14번
18752,너구리,2019-03-12,국도,국도5번
18753,너구리,2019-03-12,국도,국도5번
18754,노루,2019-03-12,시도,명림로
18755,고라니,2019-03-11,국도,국도23번
18756,고양이,2019-03-11,시도,남원1길
18757,족제비,2019-03-11,국도,국도2번
18758,고라니,2019-03-11,국도,국도22번
18759,고양이,2019-03-11,국도,국도22번
18760,고양이,2019-03-11,국도,국도4번
18761,고라니,2019-03-11,국도,국도1번
18762,고양이,2019-03-11,국도,국도14번
18763,개,2019-03-11,국도,일반국도15호선
18764,고양이,2019-03-11,국도,일반국도14호선
18765,족제비,2019-03-11,국도,일반국도31호선
18766,고양이,2019-03-11,국도,일반국도36호선
18767,오소리,2019-03-11,고속국도(재정),남해선
18768,고양이,2019-03-11,국도,일반국도38호선
18769,고양이,2019-03-11,국도,일반국도34호선
18770,고양이,2019-03-11,국도,일반국도45호선
18771,고양이,2019-03-11,국도,일반국도45호선
18772,고양이,2019-03-11,국도,일반국도21호선
18773,고양이,2019-03-11,국도,일반국도32호선
18774,고양이,2019-03-11,국도,일반국도34호선
18775,고양이,2019-03-11,국도,일반국도32호선
18776,고양이,2019-03-11,국도,일반국도32호선
18777,고양이,2019-03-11,국도,일반국도25호선
18778,고양이,2019-03-11,국도,일반국도30호선
18779,고양이,2019-03-11,국도,일반국도30호선
18780,고양이,2019-03-11,국도,일반국도30호선
18781,고양이,2019-03-11,국도,일반국도36호선
18782,고양이,2019-03-11,국도,일반국도3호선
18783,고양이,2019-03-11,국도,일반국도46호선
18784,고양이,2019-03-11,국도,일반국도7호선
18785,고양이,2019-03-11,국도,일반국도19호선
18786,고라니,2019-03-11,국도,일반국도19호선
18787,고라니,2019-03-11,국도,일반국도46호선
18788,고라니,2019-03-11,국도,일반국도37호선
18789,고라니,2019-03-11,국도,일반국도4호선
18790,고라니,2019-03-11,국도,일반국도34호선
18791,고라니,2019-03-11,국도,일반국도34호선
18792,고라니,2019-03-11,국도,일반국도17호선
18793,고라니,2019-03-11,국도,일반국도38호선
18794,멧토끼,2019-03-11,국도,일반국도36호선
18795,고라니,2019-03-11,고속국도(재정),대전남부순환선
18796,고라니,2019-03-11,고속국도(재정),중부내륙선
18797,개,2019-03-11,국도,일반국도15호선
18798,고양이,2019-03-11,국도,정읍대로
18799,고양이,2019-03-11,국도,일반국도45호선
18800,너구리,2019-03-11,국도,일반국도38호선
18801,너구리,2019-03-11,국도,일반국도32호선
18802,너구리,2019-03-11,국도,일반국도45호선
18803,너구리,2019-03-11,국도,일반국도28호선
18804,고라니,2019-03-11,고속국도(재정),중부선
18805,족제비,2019-03-11,지방도,지방도1117번
18806,고라니,2019-03-11,국도,국도14번
18807,고양이,2019-03-11,지방도,지방도1117번
18808,고양이,2019-03-11,국도,국도17번
18809,개,2019-03-11,국도,국도14번
18810,너구리,2019-03-11,국도,국도1번
18811,고양이,2019-03-11,국도,국도14번
18812,고라니,2019-03-10,고속국도(재정),고속도로30번
18813,개,2019-03-10,국도,일반국도47호선
18814,고라니,2019-03-10,국도,일반국도3호선
18815,고라니,2019-03-10,국도,일반국도46호선
18816,고양이,2019-03-10,국도,일반국도7호선
18817,고양이,2019-03-10,국도,정읍대로
18818,고라니,2019-03-10,고속국도(재정),호남선
18819,족제비,2019-03-10,국도,정읍대로
18820,개,2019-03-10,국도,일반국도38호선
18821,개,2019-03-10,국도,일반국도3호선
18822,고양이,2019-03-10,국도,일반국도3호선
18823,고양이,2019-03-10,국도,일반국도4호선
18824,고양이,2019-03-10,국도,일반국도3호선
18825,고양이,2019-03-10,국도,일반국도47호선
18826,고양이,2019-03-10,국도,일반국도46호선
18827,고양이,2019-03-10,국도,일반국도6호선
18828,고양이,2019-03-10,국도,일반국도46호선
18829,고양이,2019-03-10,국도,일반국도7호선
18830,고양이,2019-03-10,국도,일반국도7호선
18831,고양이,2019-03-10,지방도,지방도96번
18832,멧토끼,2019-03-10,국도,국도28번
18833,고라니,2019-03-10,국도,국도34번
18834,너구리,2019-03-09,고속국도(재정),당진영덕고속도로
18835,너구리,2019-03-09,국도,국도21번
18836,노루,2019-03-09,지방도,지방도1112번
18837,다람쥐,2019-03-09,지방도,지방도60번
18838,개,2019-03-09,시도,곤명1로
18839,개,2019-03-09,국도,일반국도6호선
18840,개,2019-03-09,국도,일반국도6호선
18841,개,2019-03-09,국도,일반국도7호선
18842,미동정(포유류),2019-03-09,국도,일반국도23호선
18843,미동정(포유류),2019-03-09,국도,일반국도37호선
18844,고라니,2019-03-09,고속국도(재정),영동선
18845,고라니,2019-03-09,고속국도(재정),대구포항선
18846,고양이,2019-03-09,국도,일반국도3호선
18847,고양이,2019-03-09,국도,일반국도37호선
18848,고라니,2019-03-09,고속국도(재정),경부선
18849,고양이,2019-03-09,국도,일반국도37호선
18850,고양이,2019-03-09,국도,일반국도7호선
18851,고양이,2019-03-09,국도,일반국도7호선
18852,고라니,2019-03-09,국도,일반국도32호선
18853,고라니,2019-03-09,국도,일반국도3호선
18854,고라니,2019-03-09,국도,일반국도27호선
18855,고라니,2019-03-09,국도,일반국도28호선
18856,고라니,2019-03-09,지방도,지방도96번
18857,고라니,2019-03-09,지방도,지방도96번
18858,꿩,2019-03-09,시도,낫머리길
18859,고라니,2019-03-09,시도,남부순환로
18860,고양이,2019-03-09,국도,국도32번
18861,고라니,2019-03-06,국도,국도14번
18862,수달,2019-03-09,고속국도(재정),고속도로35번
18863,고라니,2019-03-09,고속국도(재정),고속도로25번
18864,고라니,2019-03-08,국도,국도4번
18865,고라니,2019-03-08,국도,국도35번
18866,멧토끼,2019-03-08,국도,일반국도36호선
18867,멧토끼,2019-03-08,국도,일반국도38호선
18868,너구리,2019-03-08,국도,일반국도28호선
18869,너구리,2019-03-08,국도,일반국도47호선
18870,너구리,2019-03-08,국도,일반국도37호선
18871,고양이,2019-03-08,국도,일반국도45호선
18872,고양이,2019-03-08,국도,일반국도43호선
18873,고양이,2019-03-08,국도,일반국도31호선
18874,고양이,2019-03-08,국도,일반국도7호선
18875,고라니,2019-03-08,국도,일반국도38호선
18876,고양이,2019-03-08,국도,일반국도17호선
18877,족제비,2019-03-08,국도,일반국도37호선
18878,고라니,2019-03-08,국도,일반국도27호선
18879,고양이,2019-03-08,국도,일반국도23호선
18880,고라니,2019-03-08,국도,일반국도30호선
18881,고양이,2019-03-08,국도,일반국도5호선
18882,고라니,2019-03-08,국도,국도1번
18883,고라니,2019-03-08,국도,일반국도33호선
18884,고라니,2019-03-08,국도,일반국도4호선
18885,고라니,2019-03-08,국도,일반국도37호선
18886,족제비,2019-03-08,국도,일반국도6호선
18887,고라니,2019-03-08,고속국도(재정),호남선
18888,고양이,2019-03-08,국도,일반국도5호선
18889,너구리,2019-03-08,고속국도(재정),당진영덕선
18890,꿩,2019-03-08,국도,일반국도24호선
18891,고라니,2019-03-08,국도,일반국도3호선
18892,고라니,2019-03-08,국도,일반국도1호선
18893,고양이,2019-03-08,국도,일반국도3호선
18894,노루,2019-03-08,지방도,지방도1131번
18895,노루,2019-03-08,지방도,지방도1131번
18896,고양이,2019-03-08,국도,국도77번
18897,멧돼지,2019-03-08,국도,일반국도33호선
18898,고양이,2019-03-08,군도,홍덕서로
18899,고라니,2019-03-07,국도,국도14번
18900,꿩,2019-03-07,고속국도(민자),고속도로105번
18901,고양이,2019-03-07,국도,일반국도21호선
18902,고양이,2019-03-07,국도,일반국도21호선
18903,고양이,2019-03-07,국도,일반국도34호선
18904,고라니,2019-03-07,국도,일반국도21호선
18905,고라니,2019-03-07,국도,일반국도21호선
18906,고양이,2019-03-07,국도,일반국도3호선
18907,고양이,2019-03-07,국도,일반국도32호선
18908,고양이,2019-03-07,국도,일반국도21호선
18909,개,2019-03-07,국도,일반국도17호선
18910,노루,2019-03-07,국도,일반국도59호선
18911,고라니,2019-03-07,고속국도(재정),부산외곽순환선
18912,너구리,2019-03-07,국도,일반국도2호선
18913,너구리,2019-03-07,국도,일반국도17호선
18914,너구리,2019-03-07,국도,일반국도46호선
18915,너구리,2019-03-07,국도,일반국도45호선
18916,너구리,2019-03-07,국도,일반국도32호선
18917,고양이,2019-03-07,국도,일반국도36호선
18918,고양이,2019-03-07,국도,일반국도5호선
18919,고양이,2019-03-07,국도,일반국도28호선
18920,고양이,2019-03-07,국도,일반국도38호선
18921,고양이,2019-03-07,국도,일반국도42호선
18922,고양이,2019-03-07,국도,일반국도47호선
18923,고양이,2019-03-07,국도,일반국도43호선
18924,고양이,2019-03-07,국도,일반국도37호선
18925,고양이,2019-03-07,국도,일반국도37호선
18926,고양이,2019-03-07,국도,일반국도3호선
18927,고양이,2019-03-07,국도,일반국도3호선
18928,고양이,2019-03-07,국도,일반국도31호선
18929,고양이,2019-03-07,국도,일반국도17호선
18930,고양이,2019-03-07,국도,국도1번
18931,고라니,2019-03-07,국도,일반국도21호선
18932,고라니,2019-03-07,국도,일반국도1호선
18933,고라니,2019-03-07,국도,일반국도45호선
18934,고라니,2019-03-07,지방도,지방도502호선
18935,고라니,2019-03-07,국도,일반국도30호선
18936,고라니,2019-03-07,국도,일반국도17호선
18937,고라니,2019-03-07,국도,일반국도37호선
18938,고양이,2019-03-07,국도,일반국도5호선
18939,개,2019-03-07,국도,국도1번
18940,미동정(포유류),2019-03-07,국도,일반국도1호선
18941,개,2019-03-07,국도,일반국도2호선
18942,집비둘기,2019-03-07,시도,신산로9길
18943,고라니,2019-03-07,지방도,지방도592번
18944,멧토끼,2019-03-07,국도,국도77번
18945,멧비둘기,2019-03-07,시도,안견로
18946,고양이,2019-03-07,지방도,지방도615번
18947,고양이,2019-03-07,국도,국도33번
18948,고라니,2019-03-07,국도,국도5번
18949,너구리,2019-03-07,국도,국도1번
18950,고양이,2019-03-06,국도,국도1번
18951,개,2019-03-06,국도,일반국도45호선
18952,고양이,2019-03-06,국도,일반국도38호선
18953,고양이,2019-03-06,국도,일반국도45호선
18954,고양이,2019-03-06,국도,일반국도30호선
18955,고양이,2019-03-06,국도,일반국도33호선
18956,고양이,2019-03-06,국도,일반국도4호선
18957,고양이,2019-03-06,국도,일반국도17호선
18958,고양이,2019-03-06,국도,일반국도42호선
