,종명,접수일시,도로유형,도로명
1657,삵,2019-11-20,국도,일반국도27호선
1658,고양이,2019-11-20,국도,일반국도38호선
1659,고양이,2019-11-20,국도,일반국도2호선
1660,고양이,2019-11-20,국도,일반국도23호선
1661,고라니,2019-11-20,국도,국도13호선
1662,고라니,2019-11-20,고속국도(재정),동해선
1663,고양이,2019-11-20,국도,이석길
1664,고라니,2019-11-20,국도,일반국도3호선
1665,고양이,2019-11-20,국도,일반국도3호선
1666,멧돼지,2019-11-20,고속국도(재정),영동선
1667,고양이,2019-11-20,국도,일반국도77호선
1668,고라니,2019-11-20,국도,일반국도79호선
1669,고양이,2019-11-20,국도,일반국도2호선
1670,멧돼지,2019-11-20,국도,일반국도38호선
1671,고양이,2019-11-20,지방도,지방도609호선
1672,고양이,2019-11-20,국도,국도26호선
1673,고양이,2019-11-20,국도,일반국도23호선
1674,삵,2019-11-20,국도,쌍향수길
1675,고라니,2019-11-20,국도,일반국도5호선
1676,고라니,2019-11-20,국도,일반국도34호선
1677,너구리,2019-11-20,국도,35
1678,고양이,2019-11-20,국도,일반국도38호선
1679,족제비,2019-11-20,국도,일반국도33호선
1680,고양이,2019-11-20,국도,파인토피아로
1681,삵,2019-11-20,국도,일반국도30호선
1682,삵,2019-11-20,국도,28
1683,노루,2019-11-20,시도,평화로
1684,고양이,2019-11-20,국도,일반국도34호선
1685,고라니,2019-11-20,국도,일반국도30호선
1686,고라니,2019-11-20,국도,일반국도36호선
1687,고양이,2019-11-20,국도,일반국도28호선
1688,고라니,2019-11-20,국도,일반국도42호선
1689,개,2019-11-20,국도,일반국도6호선
1690,삵,2019-11-20,국도,28
1691,고라니,2019-11-20,국도,일반국도23호선
1692,고양이,2019-11-20,지방도,지방도540호선
1693,삵,2019-11-20,지방도,지방도649호선
1694,삵,2019-11-20,국도,강원남로
1695,참매,2019-11-20,지방도,649
1696,노루,2019-11-20,지방도,지방도1115호선
1697,멧돼지,2019-11-19,국도,일반국도3호선
1698,멧돼지,2019-11-19,국도,일반국도3호선
1699,고라니,2019-11-19,국도,일반국도5호선
1700,삵,2019-11-19,국도,우주항공로
1701,고라니,2019-11-19,국도,일반국도4호선
1702,삵,2019-11-19,국도,일반국도15호선
1703,삵,2019-11-19,국도,일반국도25호선
1704,고라니,2019-11-19,국도,대백제로
1705,개,2019-11-19,국도,28
1706,고라니,2019-11-19,국도,일반국도30호선
1707,고라니,2019-11-19,국도,중부로
1708,오소리,2019-11-19,국도,일반국도18호선
1709,고라니,2019-11-19,국도,충절로
1710,고라니,2019-11-19,국도,일반국도30호선
1711,고라니,2019-11-19,국도,일반국도32호선
1712,개,2019-11-19,시도,해명1로
1713,고라니,2019-11-19,국도,일반국도38호선
1714,고양이,2019-11-19,국도,파인토피아로
1715,고라니,2019-11-19,국도,일반국도34호선
1716,고라니,2019-11-19,국도,일반국도32호선
1717,오소리,2019-11-19,고속국도(재정),제2중부선
1718,고라니,2019-11-19,국도,일반국도2호선
1719,고양이,2019-11-19,국도,일반국도37호선
1720,고라니,2019-11-19,국도,일반국도21호선
1721,고양이,2019-11-19,국도,일반국도34호선
1722,고라니,2019-11-19,국도,일반국도17호선
1723,고양이,2019-11-19,국도,일반국도1호선
1724,고양이,2019-11-19,국도,일반국도1호선
1725,개,2019-11-19,국도,일반국도34호선
1726,고양이,2019-11-19,국도,일반국도24호선
1727,너구리,2019-11-19,국도,일반국도3호선
1728,고양이,2019-11-19,국도,일반국도3호선
1729,고양이,2019-11-19,국도,국도22호
1730,멧돼지,2019-11-19,국도,일반국도35호선
1731,고라니,2019-11-19,국도,일반국도56호선
1732,고양이,2019-11-19,국도,일반국도23호선
1733,고라니,2019-11-19,국도,일반국도17호선
1734,고라니,2019-11-19,국도,일반국도7호선
1735,고라니,2019-11-19,국도,일반국도43호선
1736,고양이,2019-11-19,국도,일반국도23호선
1737,고라니,2019-11-19,국도,일반국도3호선
1738,고라니,2019-11-19,국도,일반국도36호선
1739,개,2019-11-19,국도,일반국도31호선
1740,고라니,2019-11-19,국도,일반국도23호선
1741,고라니,2019-11-19,고속국도(재정),평택-시흥고속국도
1742,고라니,2019-11-19,국도,구성지례로
1743,고양이,2019-11-19,지방도,남부로
1744,고양이,2019-11-19,지방도,남부로
1745,너구리,2019-11-19,국도,일반국도6호선
1746,너구리,2019-11-19,지방도,영월동로
1747,너구리,2019-11-19,국도,일반국도29호선
1748,삵,2019-11-19,지방도,국가지원지방도88호선
1749,너구리,2019-11-19,국도,일반국도6호선
1750,노루,2019-11-19,지방도,지방도1117호선
1751,고라니,2019-11-19,고속국도(재정),300
1752,고라니,2019-11-19,국도,일반국도6호선
1753,고라니,2019-11-19,지방도,지방도619호선
1754,개,2019-11-18,국도,낙동대로
1755,고양이,2019-11-18,국도,윤봉길로
1756,너구리,2019-11-18,국도,우주항공로
1757,너구리,2019-11-18,국도,34
1758,고라니,2019-11-18,국도,일반국도45호선
1759,고라니,2019-11-18,국도,일반국도30호선
1760,고양이,2019-11-18,국도,일반국도29호선
1761,삵,2019-11-18,국도,일반국도45호선
1762,고라니,2019-11-18,국도,일반국도29호선
1763,삵,2019-11-18,국도,일반국도15호선
1764,너구리,2019-11-18,국도,30
1765,너구리,2019-11-18,국도,일반국도13호선
1766,고라니,2019-11-18,국도,5
1767,고라니,2019-11-18,국도,생거진천로
1768,너구리,2019-11-18,국도,일반국도30호선
1769,멧돼지,2019-11-18,국도,1
1770,멧돼지,2019-11-18,국도,1
1771,고라니,2019-11-18,국도,4
1772,고양이,2019-11-18,국도,3
1773,고라니,2019-11-18,국도,일반국도14호선
1774,고라니,2019-11-18,국도,일반국도38호선
1775,고라니,2019-11-18,국도,1
1776,노루,2019-11-18,지방도,지방도1135호선
1777,너구리,2019-11-18,국도,일반국도23호선
1778,너구리,2019-11-18,국도,일반국도23호선
1779,고라니,2019-11-18,지방도,지방도619호선
1780,고양이,2019-11-18,국도,일반국도37호선
1781,고양이,2019-11-18,국도,일반국도3호선
1782,고양이,2019-11-18,국도,일반국도36호선
1783,고라니,2019-11-18,국도,국도22호
1784,멧토끼,2019-11-18,국도,일반국도37호선
1785,멧토끼,2019-11-18,국도,일반국도37호선
1786,개,2019-11-18,국도,일반국도35호선
1787,고양이,2019-11-18,국도,일반국도3호선
1788,수달,2019-11-18,국도,일반국도17호선
1789,고라니,2019-11-18,국도,일반국도37호선
1790,고라니,2019-11-18,국도,일반국도4호선
1791,고라니,2019-11-18,국도,일반국도37호선
1792,고라니,2019-11-18,국도,일반국도28호선
1793,고양이,2019-11-18,국도,일반국도36호선
1794,고라니,2019-11-18,국도,일반국도38호선
1795,고라니,2019-11-18,국도,일반국도17호선
1796,고라니,2019-11-18,국도,일반국도2호선
1797,고양이,2019-11-18,국도,일반국도24호선
1798,고양이,2019-11-18,국도,일반국도28호선
1799,고양이,2019-11-18,국도,일반국도5호선
1800,고양이,2019-11-18,국도,일반국도5호선
1801,고양이,2019-11-18,국도,일반국도37호선
1802,고라니,2019-11-18,국도,1
1803,고라니,2019-11-18,시도,벚꽃로
1804,고양이,2019-11-18,국도,15
1805,고양이,2019-11-18,국도,15
1806,고라니,2019-11-18,국도,일반국도19호선
1807,너구리,2019-11-18,국도,6
1808,고라니,2019-11-18,국도,칠갑산1로
1809,고라니,2019-11-18,국도,일반국도29호선
1810,고라니,2019-11-18,국도,국도34호선
1811,너구리,2019-11-18,국도,일반국도23호선
1812,고양이,2019-11-18,국도,새마을로
1813,너구리,2019-11-18,국도,15
1814,고양이,2019-11-18,국도,6
1815,고양이,2019-11-18,국도,25
1816,고라니,2019-11-18,국도,일반국도6호선
1817,고라니,2019-11-18,국도,34
1818,고라니,2019-11-18,국도,일반국도29호선
1819,고라니,2019-11-18,국도,3
1820,고라니,2019-11-18,국도,5
1821,고양이,2019-11-18,국도,일반국도30호선
1822,꿩,2019-11-18,국도,33
1823,삵,2019-11-18,국도,39
1824,고라니,2019-11-18,국도,일반국도34호선
1825,개,2019-11-18,국도,14
1826,삵,2019-11-18,국도,3
1827,고양이,2019-11-18,국도,3
1828,멧돼지,2019-11-18,국도,낙동대로
1829,고양이,2019-11-18,지방도,649
1830,고라니,2019-11-18,국도,15
1831,고양이,2019-11-18,지방도,지방도1041호선
1832,고양이,2019-11-18,지방도,649
1833,개,2019-11-18,국도,30
1834,노루,2019-11-18,지방도,지방도1117호선
1835,노루,2019-11-18,시도,첨단로
1836,고양이,2019-11-18,지방도,649
1837,고라니,2019-11-17,국도,일반국도25호선
1838,고라니,2019-11-17,국도,일반국도32호선
1839,고라니,2019-11-17,국도,일반국도1호선
1840,고양이,2019-11-17,국도,일반국도2호선
1841,고양이,2019-11-17,국도,일반국도25호선
1842,개,2019-11-17,국도,일반국도30호선
1843,너구리,2019-11-17,국도,일반국도2호선
1844,너구리,2019-11-17,국도,일반국도19호선
1845,너구리,2019-11-17,지방도,지방도19호선
1846,고라니,2019-11-17,국도,일반국도1호선
1847,고라니,2019-11-17,국도,일반국도6호선
1848,고라니,2019-11-17,국도,일반국도32호선
1849,개,2019-11-17,국도,일반국도7호선
1850,고양이,2019-11-17,국도,일반국도32호선
1851,고양이,2019-11-17,국도,일반국도32호선
1852,고양이,2019-11-17,국도,일반국도4호선
1853,고양이,2019-11-17,국도,일반국도6호선
1854,노루,2019-11-17,국도,일반국도7호선
1855,멧돼지,2019-11-17,고속국도(재정),35
1856,고양이,2019-11-17,국도,6
1857,고양이,2019-11-16,국도,일반국도4호선
1858,고양이,2019-11-16,국도,4
1859,고라니,2019-11-16,국도,일반국도3호선
1860,고라니,2019-11-16,국도,일반국도32호선
1861,고라니,2019-11-16,국도,일반국도23호선
1862,고라니,2019-11-16,국도,일반국도1호선
1863,고라니,2019-11-16,국도,일반국도1호선
1864,고라니,2019-11-16,국도,일반국도32호선
1865,고라니,2019-11-16,국도,일반국도39호선
1866,고라니,2019-11-16,국도,일반국도21호선
1867,고라니,2019-11-16,국도,일반국도43호선
1868,고라니,2019-11-16,국도,일반국도43호선
1869,고라니,2019-11-16,국도,일반국도43호선
1870,고라니,2019-11-16,국도,일반국도33호선
1871,고라니,2019-11-16,국도,일반국도7호선
1872,고라니,2019-11-16,국도,일반국도28호선
1873,고라니,2019-11-16,국도,일반국도38호선
1874,고라니,2019-11-16,국도,일반국도3호선
1875,고라니,2019-11-16,국도,일반국도17호선
1876,고라니,2019-11-16,고속국도(재정),중앙선
1877,고라니,2019-11-16,국도,일반국도3호선
1878,삵,2019-11-16,국도,일반국도19호선
1879,고라니,2019-11-16,국도,일반국도1호선
1880,고양이,2019-11-16,국도,일반국도4호선
1881,고양이,2019-11-16,국도,일반국도32호선
1882,고양이,2019-11-16,지방도,지방도799호선 
1883,고양이,2019-11-16,국도,일반국도1호선
1884,개,2019-11-16,국도,일반국도4호선
1885,고양이,2019-11-16,국도,일반국도56호선
1886,고양이,2019-11-16,국도,일반국도1호선
1887,고양이,2019-11-16,국도,일반국도34호선
1888,고양이,2019-11-16,국도,일반국도17호선
1889,멧돼지,2019-11-16,국도,일반국도7호선
1890,고라니,2019-11-16,국도,일반국도21호선
1891,고라니,2019-11-16,국도,영남대로
1892,너구리,2019-11-16,지방도,대호만로
1893,고라니,2019-11-16,지방도,대호만로
1894,삵,2019-11-16,지방도,대호만로
1895,너구리,2019-11-16,국도,일반국도33호선
1896,너구리,2019-11-16,국도,6
1897,고양이,2019-11-16,시도,대덕1로
1898,노루,2019-11-16,지방도,국가지원지방도97호선
1899,고라니,2019-11-16,고속국도(재정),1
1900,노루,2019-11-15,지방도,지방도1117호선
1901,고라니,2019-11-15,지방도,649
1902,고라니,2019-11-15,국도,14
1903,고라니,2019-11-15,국도,21
1904,고라니,2019-11-15,국도,45
1905,삵,2019-11-15,국도,일반국도35호선
1906,고양이,2019-11-15,지방도,대호만로
1907,고양이,2019-11-15,국도,29
1908,너구리,2019-11-15,국도,32
1909,고양이,2019-11-15,국도,38
1910,고라니,2019-11-15,국도,32
1911,고양이,2019-11-15,국도,일반국도38호선
1912,고라니,2019-11-15,국도,일반국도38호선
1913,고라니,2019-11-15,국도,21
1914,고라니,2019-11-15,국도,일반국도19호선
1915,고라니,2019-11-15,국도,일반국도21호선
1916,너구리,2019-11-15,국도,일반국도19호선
1917,고라니,2019-11-15,국도,일반국도5호선
1918,고라니,2019-11-15,국도,일반국도34호선
1919,고라니,2019-11-15,국도,일반국도21호선
1920,고양이,2019-11-15,국도,일반국도77호선
1921,개,2019-11-15,국도,일반국도56호선
1922,고라니,2019-11-15,국도,일반국도21호선
1923,고라니,2019-11-15,고속국도(재정),중부내륙선
1924,고양이,2019-11-15,국도,일반국도38호선
1925,멧돼지,2019-11-15,국도,일반국도38호선
1926,고라니,2019-11-15,국도,일반국도43호선
1927,너구리,2019-11-15,국도,일반국도45호선
1928,너구리,2019-11-15,국도,일반국도32호선
1929,고라니,2019-11-15,국도,일반국도45호선
1930,너구리,2019-11-15,국도,일반국도3호선
1931,고양이,2019-11-15,국도,일반국도2호선
1932,고양이,2019-11-15,국도,일반국도17호선
1933,고라니,2019-11-15,국도,일반국도31호선
1934,개,2019-11-15,국도,일반국도24호선
1935,고라니,2019-11-15,국도,일반국도28호선
1936,고양이,2019-11-15,국도,일반국도3호선
1937,고라니,2019-11-15,국도,일반국도3호선
1938,고라니,2019-11-15,국도,일반국도29호선
1939,고라니,2019-11-15,국도,일반국도36호선
1940,미동정(조류),2019-11-15,시도,신례동로
1941,너구리,2019-11-15,국도,하서대로
1942,고라니,2019-11-15,국도,17
1943,고양이,2019-11-15,국도,17
1944,고라니,2019-11-15,국도,일반국도34호선
1945,고라니,2019-11-15,국도,칠갑산로
1946,고라니,2019-11-15,지방도,남부로
1947,고라니,2019-11-15,국도,일반국도23호선
1948,고라니,2019-11-15,국도,일반국도21호선
1949,고양이,2019-11-15,국도,21
1950,고양이,2019-11-15,국도,일반국도21호선
1951,고라니,2019-11-15,국도,윤봉길로
1952,고양이,2019-11-15,고속국도(재정),60
1953,고라니,2019-11-15,고속국도(재정),35
1954,노루,2019-11-14,지방도,지방도1135호선
1955,고라니,2019-11-14,국도,일반국도5호선
1956,멧토끼,2019-11-14,국도,파인토피아로
1957,고양이,2019-11-14,국도,일반국도38호선
1958,고라니,2019-11-14,국도,34
1959,삵,2019-11-14,국도,신초평로
1960,너구리,2019-11-14,국도,3
1961,고라니,2019-11-14,국도,일반국도38호선
1962,고양이,2019-11-14,국도,34
1963,고라니,2019-11-14,국도,26
1964,꿩,2019-11-14,국도,일반국도2호선
1965,고라니,2019-11-14,국도,일반국도36호선
1966,고양이,2019-11-14,국도,일반국도37호선
1967,고라니,2019-11-14,고속국도(재정),중앙선
1968,고라니,2019-11-14,국도,일반국도32호선
1969,고라니,2019-11-14,국도,일반국도34호선
1970,고라니,2019-11-14,국도,일반국도5호선
1971,고양이,2019-11-14,국도,일반국도38호선
1972,개,2019-11-14,국도,일반국도25호선
1973,고라니,2019-11-14,국도,일반국도32호선
1974,고양이,2019-11-14,국도,일반국도2호선
1975,고양이,2019-11-14,국도,국도22호
1976,고양이,2019-11-14,국도,일반국도7호선
1977,고라니,2019-11-14,국도,일반국도4호선
1978,너구리,2019-11-14,국도,일반국도38호선
1979,고라니,2019-11-14,국도,일반국도38호선
1980,고양이,2019-11-14,국도,국도13호선
1981,너구리,2019-11-14,국도,일반국도32호선
1982,고라니,2019-11-14,국도,일반국도34호선
1983,고라니,2019-11-14,고속국도(재정),중앙선
1984,멧돼지,2019-11-14,국도,일반국도7호선
1985,개,2019-11-14,국도,일반국도28호선
1986,고양이,2019-11-14,국도,일반국도21호선
1987,고양이,2019-11-14,국도,14
1988,고라니,2019-11-14,국도,34
1989,너구리,2019-11-14,국도,36
1990,고라니,2019-11-14,국도,일반국도14호선
1991,너구리,2019-11-14,시도,-
1992,노루,2019-11-14,시도,신화역사로188번길
1993,고양이,2019-11-14,국도,일반국도14호선
1994,고라니,2019-11-14,국도,일반국도17호선
1995,노루,2019-11-14,지방도,산록북로
1996,너구리,2019-11-14,국도,죽령로
1997,고라니,2019-11-14,지방도,지방도697호선
1998,고라니,2019-11-14,국도,국가지원지방도32호선
1999,너구리,2019-11-14,국도,일반국도1호선
2000,고양이,2019-11-14,지방도,지방도649호선
2001,미동정(포유류),2019-11-14,지방도,지방도649호선
2002,고양이,2019-11-14,지방도,백산로
2003,고라니,2019-11-14,국도,일반국도29호선
2004,고라니,2019-11-14,지방도,지방도619호선
2005,고라니,2019-11-14,고속국도(재정),55
2006,고양이,2019-11-14,국도,일반국도43호선
2007,멧돼지,2019-11-13,국도,일반국도2호선
2008,고양이,2019-11-13,국도,일반국도43호선
2009,고양이,2019-11-13,국도,일반국도43호선
2010,고라니,2019-11-13,국도,일반국도47호선
2011,고라니,2019-11-13,국도,46
2012,너구리,2019-11-13,국도,30
2013,고라니,2019-11-13,국도,일반국도22호선
2014,고양이,2019-11-13,국도,일반국도6호선
2015,고라니,2019-11-13,국도,일반국도23호선
2016,미동정(포유류),2019-11-13,국도,일반국도1호선
2017,너구리,2019-11-13,국도,일반국도23호선
2018,고라니,2019-11-13,국도,일반국도34호선
2019,족제비,2019-11-13,시도,한신로
2020,고라니,2019-11-13,국도,일반국도38호선
2021,너구리,2019-11-13,국도,일반국도32호선
2022,멧돼지,2019-11-13,국도,일반국도2호선
2023,고라니,2019-11-13,국도,일반국도25호선
2024,고라니,2019-11-13,국도,국도13호선
2025,고라니,2019-11-13,국도,일반국도2호선
2026,고라니,2019-11-13,국도,일반국도5호선
2027,고양이,2019-11-13,국도,일반국도25호선
2028,고양이,2019-11-13,국도,일반국도3호선
2029,고양이,2019-11-13,국도,일반국도39호선
2030,고양이,2019-11-13,국도,일반국도34호선
2031,고양이,2019-11-13,국도,일반국도20호선
2032,너구리,2019-11-13,국도,일반국도34호선
2033,너구리,2019-11-13,국도,일반국도3호선
2034,고양이,2019-11-13,국도,일반국도2호선
2035,너구리,2019-11-13,국도,일반국도3호선
2036,너구리,2019-11-13,국도,일반국도17호선
2037,고라니,2019-11-13,국도,일반국도32호선
2038,고라니,2019-11-13,국도,일반국도34호선
2039,고라니,2019-11-13,국도,일반국도39호선
2040,고라니,2019-11-13,국도,일반국도39호선
2041,고라니,2019-11-13,국도,일반국도37호선
2042,고라니,2019-11-13,국도,일반국도21호선
2043,노루,2019-11-13,지방도,지방도1118호선
2044,고라니,2019-11-13,국도,35
2045,개,2019-11-13,국도,일반국도6호선
2046,고양이,2019-11-13,국도,일반국도47호선
2047,고양이,2019-11-13,국도,일반국도23호선
2048,미동정(포유류),2019-11-13,국도,일반국도29호선
2049,고라니,2019-11-13,국도,일반국도30호선
2050,너구리,2019-11-13,지방도,지방도711호선
2051,너구리,2019-11-13,국도,일반국도58호선
2052,너구리,2019-11-13,국도,낙동대로
2053,고양이,2019-11-13,국도,일반국도87호선
2054,너구리,2019-11-13,국도,일반국도6호선
2055,고양이,2019-11-13,국도,일반국도5호선
2056,고양이,2019-11-13,국도,일반국도34호선
2057,고라니,2019-11-13,국도,일반국도14호선
2058,개,2019-11-13,국도,일반국도3호선
2059,삵,2019-11-13,국도,일반국도7호선
2060,고라니,2019-11-13,국도,일반국도33호선
2061,개,2019-11-13,국도,윤봉길로
2062,고양이,2019-11-13,국도,일반국도33호선
2063,너구리,2019-11-13,국도,일반국도6호선
2064,고양이,2019-11-13,국도,일반국도6호선
2065,고양이,2019-11-13,지방도,지방도1115호선
2066,고라니,2019-11-13,고속국도(재정),평택-시흥고속국도
2067,노루,2019-11-13,지방도,지방도1119호선
2068,고라니,2019-11-13,국도,25
2069,삵,2019-11-13,국도,일반국도34호선
2070,고라니,2019-11-13,국도,34
2071,고라니,2019-11-13,국도,34
2072,고양이,2019-11-12,국도,6
2073,노루,2019-11-12,지방도,광평중길
2074,고라니,2019-11-12,국도,37
2075,고라니,2019-11-12,국도,37
2076,삵,2019-11-12,국도,일반국도47호선
2077,고라니,2019-11-12,국도,일반국도21호선
2078,고양이,2019-11-12,국도,일반국도32호선
2079,너구리,2019-11-12,국도,일반국도87호선
2080,고양이,2019-11-12,국도,일반국도36호선
2081,고양이,2019-11-12,국도,파인토피아로
2082,너구리,2019-11-12,국도,일반국도38호선
2083,꿩,2019-11-12,국도,일반국도25호선
2084,고라니,2019-11-12,국도,국도34호선
2085,고라니,2019-11-12,국도,일반국도29호선
2086,고양이,2019-11-12,국도,6
2087,고양이,2019-11-12,국도,경강로
2088,꿩,2019-11-12,국도,일반국도38호선
2089,고라니,2019-11-12,국도,일반국도23호선
2090,고라니,2019-11-12,국도,일반국도13호선
2091,너구리,2019-11-12,지방도,지방도510호선
2092,고라니,2019-11-12,국도,일반국도29호선
2093,멧토끼,2019-11-12,국도,34
2094,너구리,2019-11-12,국도,일반국도29호선
2095,고라니,2019-11-12,국도,일반국도29호선
2096,닭,2019-11-12,국도,일반국도17호선
2097,개,2019-11-12,국도,일반국도34호선
2098,고양이,2019-11-12,국도,일반국도5호선
2099,고양이,2019-11-12,국도,일반국도21호선
2100,고양이,2019-11-12,국도,일반국도36호선
2101,고양이,2019-11-12,국도,일반국도21호선
2102,고라니,2019-11-12,고속국도(재정),중부선
2103,고라니,2019-11-12,고속국도(재정),호남지선
2104,고라니,2019-11-12,고속국도(재정),중앙선
2105,고라니,2019-11-12,국도,일반국도19호선
2106,고라니,2019-11-12,국도,일반국도5호선
2107,고라니,2019-11-12,고속국도(재정),중부선
2108,고라니,2019-11-12,국도,일반국도4호선
2109,고라니,2019-11-12,국도,일반국도2호선
2110,고라니,2019-11-12,국도,일반국도21호선
2111,고라니,2019-11-12,국도,일반국도32호선
2112,고라니,2019-11-12,국도,일반국도32호선
2113,멧토끼,2019-11-12,국도,일반국도28호선
2114,고라니,2019-11-12,국도,일반국도34호선
2115,고라니,2019-11-12,국도,일반국도32호선
2116,고라니,2019-11-12,국도,일반국도4호선
2117,고라니,2019-11-12,국도,일반국도1호선
2118,고라니,2019-11-12,국도,일반국도1호선
2119,고라니,2019-11-12,국도,일반국도21호선
2120,고라니,2019-11-12,국도,일반국도36호선
2121,멧돼지,2019-11-12,국도,일반국도7호선
2122,개,2019-11-12,국도,일반국도35호선
2123,개,2019-11-12,국도,일반국도17호선
2124,고양이,2019-11-12,국도,일반국도19호선
2125,고양이,2019-11-12,국도,일반국도7호선
2126,고양이,2019-11-12,국도,일반국도24호선
2127,고양이,2019-11-12,국도,일반국도38호선
2128,고양이,2019-11-12,국도,일반국도2호선
2129,고양이,2019-11-12,국도,일반국도14호선
2130,너구리,2019-11-12,국도,37
2131,너구리,2019-11-12,국도,전영로
2132,꿩,2019-11-12,지방도,지방도1136호선
2133,고양이,2019-11-12,국도,일반국도47호선
2134,고라니,2019-11-12,국도,남순환로
2135,고양이,2019-11-12,국도,일반국도47호선
2136,고라니,2019-11-12,국도,일반국도5호선
2137,고양이,2019-11-12,시도,동부로
2138,삵,2019-11-12,국도,파인토피아로
2139,고양이,2019-11-12,국도,일반국도77호선
2140,고양이,2019-11-12,국도,일반국도45호선
2141,너구리,2019-11-12,국도,일반국도29호선
2142,너구리,2019-11-12,국도,일반국도14호선
2143,삵,2019-11-12,국도,일반국도14호선
2144,고양이,2019-11-12,지방도,안쟁이길
2145,고라니,2019-11-12,국도,일반국도43호선
2146,노루,2019-11-12,지방도,새별 오름 간선 도로
2147,고라니,2019-11-12,지방도,대호만로
2148,고라니,2019-11-12,지방도,지방도649호선
2149,삵,2019-11-12,국도,28
2150,너구리,2019-11-12,국도,경북대로
2151,고라니,2019-11-12,국도,28
2152,멧토끼,2019-11-12,국도,파인토피아로
2153,노루,2019-11-12,지방도,지방도1136호선
2154,족제비,2019-11-12,지방도,지방도1115호선
2155,고양이,2019-11-12,지방도,지방도649호선
2156,멧돼지,2019-11-12,지방도,국가지원지방도32호선
2157,고라니,2019-11-12,국도,강원남로
2158,족제비,2019-11-12,시도,태평로
2159,멧돼지,2019-11-12,고속국도(재정),35
2160,고라니,2019-11-12,국도,일반국도39호선
2161,고라니,2019-11-11,국도,일반국도14호선
2162,멧돼지,2019-11-11,국도,6
2163,노루,2019-11-11,시도,광산로
2164,너구리,2019-11-11,국도,국도우회로
2165,미동정(포유류),2019-11-11,국도,면천로
2166,고라니,2019-11-11,국도,일반국도17호선
2167,너구리,2019-11-11,국도,13
2168,꿩,2019-11-11,국도,변산로
2169,고라니,2019-11-11,국도,34
2170,고양이,2019-11-11,국도,일반국도30호선
2171,너구리,2019-11-11,국도,일반국도32호선
2172,고라니,2019-11-11,국도,일반국도34호선
2173,고라니,2019-11-11,국도,일반국도19호선
2174,고라니,2019-11-11,국도,일반국도4호선
2175,고라니,2019-11-11,국도,일반국도3호선
2176,고라니,2019-11-11,국도,일반국도31호선
2177,고라니,2019-11-11,국도,일반국도59호선
2178,고라니,2019-11-11,국도,일반국도17호선
2179,고라니,2019-11-11,국도,일반국도17호선
2180,너구리,2019-11-11,국도,일반국도17호선
2181,너구리,2019-11-11,국도,일반국도37호선
2182,너구리,2019-11-11,국도,일반국도38호선
2183,너구리,2019-11-11,국도,일반국도36호선
2184,고양이,2019-11-11,국도,일반국도37호선
2185,너구리,2019-11-11,국도,일반국도17호선
2186,너구리,2019-11-11,국도,일반국도17호선
2187,너구리,2019-11-11,국도,일반국도37호선
2188,너구리,2019-11-11,국도,일반국도34호선
2189,수달,2019-11-11,국도,일반국도2호선
2190,고양이,2019-11-11,국도,일반국도1호선
2191,고양이,2019-11-11,국도,일반국도38호선
2192,고양이,2019-11-11,국도,일반국도15호선
2193,고양이,2019-11-11,국도,일반국도15호선
2194,삵,2019-11-11,국도,일반국도17호선
2195,고라니,2019-11-11,고속국도(재정),호남선
2196,고라니,2019-11-11,고속국도(재정),중앙선
2197,멧돼지,2019-11-11,고속국도(재정),중앙선
2198,멧돼지,2019-11-11,고속국도(재정),중부선
2199,고라니,2019-11-11,국도,일반국도2호선
2200,고라니,2019-11-11,국도,일반국도3호선
2201,고양이,2019-11-11,국도,일반국도24호선
2202,고라니,2019-11-11,국도,일반국도23호선
2203,노루,2019-11-11,시도,신화역사로
2204,미동정(조류),2019-11-11,지방도,지방도1121호선
2205,고양이,2019-11-11,국도,청려로
2206,고양이,2019-11-11,고속국도(재정),통영대전고속도로
2207,노루,2019-11-11,지방도,지방도1112호선
2208,고양이,2019-11-11,국도,일반국도14호선
2209,너구리,2019-11-11,국도,일반국도23호선
2210,고라니,2019-11-11,국도,일반국도14호선
2211,고라니,2019-11-11,국도,7
2212,미동정(포유류),2019-11-11,국도,일반국도23호선
2213,고라니,2019-11-11,지방도,화성로
2214,수리부엉이,2019-11-11,국도,일반국도3호선
2215,너구리,2019-11-11,고속국도(민자),일반국도6호선
2216,멧돼지,2019-11-11,고속국도(재정),35
2217,너구리,2019-11-11,지방도,지방도649호선
2218,고라니,2019-11-11,지방도,남부로
2219,고라니,2019-11-11,시도,남부로
2220,고라니,2019-11-10,시도,산단8로
2221,고양이,2019-11-10,고속국도(재정),1
2222,고양이,2019-11-10,지방도,지방도619호선
2223,고라니,2019-11-10,국도,일반국도32호선
2224,고라니,2019-11-10,국도,일반국도28호선
2225,고라니,2019-11-10,국도,일반국도7호선
2226,고라니,2019-11-10,국도,일반국도7호선
2227,고양이,2019-11-10,국도,일반국도4호선
2228,고라니,2019-11-10,국도,일반국도23호선
2229,고라니,2019-11-10,국도,일반국도23호선
2230,고양이,2019-11-10,국도,일반국도34호선
2231,고라니,2019-11-10,국도,일반국도38호선
2232,멧돼지,2019-11-10,고속국도(재정),울산선
2233,고라니,2019-11-10,고속국도(재정),순천완주선
2234,너구리,2019-11-10,국도,일반국도36호선
2235,개,2019-11-10,국도,일반국도33호선
2236,너구리,2019-11-10,국도,일반국도25호선
2237,너구리,2019-11-10,국도,일반국도35호선
