,번호,생태통로명,주소,도로명,도로번호,차선_수,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,관리기관,생태통로유형,설치기관,설치년도
0,1001,중동터널,서울특별시 구로구 궁동,,,왕복6차로,37,30.0,23.37,126,49.0,51.56,서울특별시 구로구,육교형,서울특별시,2001
1,1002,개좌생태터널,부산광역시 금정구 회동동 산4-1,,0,왕복2차선,35,15.0,6.05,129,8.0,27.31,부산광역시 금정구,육교형,부산광역시,2009
2,1004,곰내 생태통로,부산광역시 기장군 철마면 웅천리,,19호선,왕복2차선,35,18.0,20.8,129,10.0,19.2,부산광역시 기장군,육교형,부산광역시,2007
3,1005,정관예림리 생태통로,부산광역시 기장군 정관면 예림리,,60호,왕복4차선,35,19.0,46.80,129,12.0,11.90,부산광역시 기장군,터널형,부산광역시,2007
4,1006,을숙도 생태통로,부산광역시 사하구 하단동,,1240,왕복7차선,35,6.0,31.8463200000076,128,56.0,28.469039999984,부산광역시 낙동강관리본부,육교형,부산광역시 낙동강관리본부,201211
5,1007,만덕생태터널,부산광역시 북구 만덕동 산89-2,,1,왕복 1 차선,35,12.0,40.85,129,3.0,5.91,부산광역시 북구,육교형,부산광역시 북구,201106
6,1008,징매이고개 생태통로,인천광역시 서구 공촌동,,광3-9호,왕복8차선,37,32.0,47.95,126,42.0,34.54,인천광역시,육교형,인천광역시,200908
7,1009,원적산길 생태통로,인천광역시 서구 가좌동,,중로1류33호선,왕복6차로,37,30.0,10.93,126,41.0,25.00,인천광역시,육교형,인천광역시,201210
8,1010,,광주광역시 광산구 지정동,,49호선,왕복4차선,35,8.0,38.00,126,43.0,40.00,광주광역시 종합건설본부,육교형,광주광역시 종합건설본부,201206
9,1011,,대전광역시 동구 용운동,,,왕복4차선,36,20.0,27,127,27.0,34,대전광역시 동구,터널형,대전광역시,200512
10,1012,,대전광역시 동구 가양동,,,왕복4차선,36,20.0,53,127,27.0,38,대전광역시 동구,터널형,대전광역시,200812
11,1013,,대전광역시 중구 침산동,,남부순환도로,왕복4차선,36,17.0,0.20,127,23.0,14.35,대전광역시 중구,육교형,대전광역시 중구,200711
12,1014,국도14호선,울산광역시 남구 두왕동,,14호선,왕복4차선,35,30.0,13,129,17.0,42,울산광역시,육교형,부산지방국토관리청,2007
13,1015,하늘공원 진입로,울산광역시 울주군 삼동면 조일리,,소로 1-3 호선,왕복2차선,35,29.0,43.00,129,6.0,42.00,울산광역시 울주군,육교형,울산광역시,2012
14,1016,두꺼비 생태통로,울산광역시 울주군 웅천면 통천리,,18호선,왕복2차선,35,27.6,54.6,129,14.4,22.8,울산광역시,터널형,울산광역시,2014
15,1017,목동 직동간 터널,경기도 광주시 직동,,9호선,왕복2차선,37,23.0,46.50,127,11.0,46.30,경기도 광주시,육교형,경기도 광주시,200508
16,1018,오포터널,경기도 광주시 오포읍 능평리,,57호선,왕복4차선,37,21.0,6.10,127,10.0,11.60,경기도 광주시,육교형,경기도 건설본부,2002
17,1019,-,경기도 광주시 중대동 ,,-,왕복2차선,37,23.0,45.60,127,14.0,6.60,경기도 광주시,육교형,경기도 광주시,200603
18,1021,외방리 생태통로,경기도 남양주시 수동면 외방리,,201호선,왕복2차선,37,44.0,4.97,127,18.0,10.07,경기도 남양주시,육교형,경기도 남양주시,2003
19,1022,도곡리 생태통로,경기도 남양주시 와부읍 도곡리,,13호선,왕복2차선,37,35.0,24.87,127,14.0,3.38,경기도 남양주시,육교형,경기도 남양주시,1997
20,1023,갈마치생태통로,경기도 성남시 중원구 갈현동,,389,왕복2차선,37,25.0,11,127,11.0,15,경기도 성남시,육교형,경기도 성남시,200811
21,1024,돌마로생태통로,경기도 성남시 중원구 도촌동,,,왕복4차선,37,24.0,57,127,8.0,36,경기도 성남시,육교형,경기도 성남시,2001
22,1026,범배산 생태 연결통로,경기도 시흥시 광석동 산24-9,,1호선,왕복 6 차선,37,23.0,2.00,126,48.0,42.00,경기도 시흥시,육교형,경기도 시흥시,2005
23,1027,마유로 생태 연결통로,경기도 시흥시 장곡동 산84-3,,9호선,왕복6차선,37,22.0,40.00,126,46.0,21.00,경기도 시흥시,육교형,경기도 시흥시,2010
24,1028,,경기도 경기도 양주시 광적면 우고리,,39호선,왕복2차선,37,49.0,45.00,126,56.0,25.30,경기도 양주시,육교형,경기도 양주시,200612
25,1029,,경기도 양주시 어둔동,,3호선,왕복2차선,37,46.0,55.2,127,1.0,17,경기도 양주시,육교형,경기도 양주시,201212
26,1030,청계산 생태통로,경기도 양평군 양서면 목왕리,,1호선,왕복2차선,37,34.0,"208""",127,23.0,"413""",경기도 양평군,육교형,경기도 양평군,2007
27,1031,,경기도 여주시 현암리,,10호선,왕복4차선,37,18.0,51.36,127,37.0,52.90,경기도 여주시,터널형,경기도 여주시,200412
28,1032,,경기도 용인시 처인구 삼가동,,321호선,왕복4차선,37,13.0,30.80,127,9.0,47.24,경기도 용인시,육교형,경기도,2002
29,1033,,경기도 용인시 처인구 양지면 주북리,,1-13호선,왕복2차선,37,15.0,37.02,127,14.0,16.88,경기도 용인시,육교형,경기도 용인시,2004
30,1034,,경기도 용인시 처인구 원삼면 두창리 산2-6,,318호선,왕복2차선,37,8.0,59.44,127,21.0,16.58,경기도 용인시,육교형,경기도,2009
31,1035,곱든고개 생태통로,경기도 용인시 처인구 원삼면 사암리,,57호선,왕복2차선,37,11.0,13.51,127,17.0,46.66,경기도 용인시,육교형,경기도 용인시,2004
32,1036,모락산 터널,경기도 의왕시 내손동 산142번지,,125호선,왕복2차선,37,22.0,30.90,126,59.0,27.20,경기도 의왕시,육교형,경기도 의왕시,200704
33,1040,봉서터널,경기도 파주시 파주읍 봉서리,,6호선(도시계획 대1-2),왕복4차선,37,51.0,1.00,126,47.0,43.00,경기도 파주시,육교형,경기도 파주시,2006
34,1041,신산터널,경기도 파주시 광탄면 신산리,,13호선(도시계획 중2-1),왕복2차선,37,46.0,44,126,51.0,14,경기도 파주시,육교형,경기도 파주시,2007
35,1042,학령1터널,경기도 파주시 아동동,,(도시계획 중1-1),왕복4차선,37,45.0,39.00,126,46.0,51.00,경기도 파주시,육교형,경기도 파주시,2006
36,1043,학령2터널,경기도 파주시 아동동,,(도시계획 소2-101),왕복4차선,37,45.0,25,126,47.0,25,경기도 파주시,육교형,경기도 파주시,2006
37,1044,덕고개터널,경기도 파주시 적성면 답곡리,,18호선(농어촌 301),왕복2차선,37,56.0,52.00,126,52.0,5.00,경기도 파주시,육교형,경기도 파주시,2009
38,1045,,경기도 평택시 장안동,,317호선,왕복4차선,37,4.0,4.11,127,5.0,30.18,경기도 평택시,육교형,경기도 평택시,2000
39,1046,,경기도 평택시 지산동 ,,317호선,왕복4차선,37,4.0,43.26,127,5.0,30.58,경기도 평택시,육교형,경기도 평택시,2006
40,1047,노채고개,경기도 포천시 일동면 기산리,,387,왕복2차선,37,55.0,42.00,127,20.0,17.00,경기도 포천시,육교형,한국도로공사,2009
41,1048,없음,경기도 하남시 광암동,,180호선,왕복4차선,37,31.0,18.66,127,10.0,38.46,경기도 하남시,육교형,경기도 하남시,2006
42,1049,없음,경기도 화성시 송산면 육일리,,318호선,왕복2차선,37,11.0,39.95,126,43.0,7.31,경기도 화성시,육교형,경기도,2007
43,1050,없음,경기도 화성시 송산면 육일리,,318호선,왕복2차선,37,11.0,41.12,126,43.0,7.43,경기도 화성시,육교형,경기도,2007
44,1051,일산생태통로,경기도 고양시 일산동구 중산동,,중로2-1호선,왕복2차선,37,41.0,2.90,126,47.0,14.60,경기도 고양시,육교형,LH공사,200812
45,1052,밤일생태육교,경기도 광명시 노온사동,,1,왕복6차선,37,27.0,12.11,126,51.0,24.74,경기도 광명시,육교형,LH공사,2010.01.01.
46,1053,밤일생태육교,경기도 광명시 노온사동 ,, 1,왕복2차선,37,27.0,12.10,126,51.0,24.58,경기도 광명시,육교형,경기도 광명시,201101
47,1054,절터육교,경기도 의왕시 월암동,,지방도 309호선,왕복6∼8차선,37,19.0,2.04,126,57.0,59.00,경기남부도로(주),육교형,경기도,201301
48,1055,,경기도 의왕시 고천동 ,,지방도309호선,왕복6∼8차선,37,20.0,11.80,126,58.0,23.42,경기남부도로(주),육교형,경기도,201301
49,1056,풍뎅이다리,경기도 수원시 영통구 이의동,,1,왕복4차선,37,18.0,20.00,127,2.0,39.40,경기도 수원시,육교형,경기도로공사,2012
50,1057,반딧불이다리,경기도 수원시 영통구 이의동,,1,왕복6차선,37,17.0,40.40,127,2.0,8.40,경기도 수원시,육교형,경기도로공사,2012
51,1058,나비잠자리다리,경기도 수원시 영통구 이의동,,1,왕복8차선,37,17.0,20.30,127,2.0,32.60,경기도 수원시,육교형,경기도로공사,2012
52,1059,소나무다리,경기도 수원시 영통구 이의동,,1,왕복4차선,37,16.0,57.70,127,3.0,3.90,경기도 수원시,육교형,경기도로공사,2012
53,1060,갈참나무다리,경기도 수원시 영통구 이의동,,1,왕복8차선,37,16.0,57.20,127,3.0,10.10,경기도 수원시,육교형,경기도로공사,2012
54,1061,하늘소다리,경기도 수원시 영통구 하동,,1,왕복6차선,37,17.0,26.90,127,3.0,48.40,경기도 수원시,육교형,경기도로공사,2012
55,1062,무지개다리,경기도 수원시 영통구 하동,,1,왕복4차선,37,17.0,17.00,127,3.0,59.20,경기도 수원시,육교형,경기도로공사,2012
56,1063,여담교,경기도 수원시 영통구 이의동,,-,왕복16차선,37,17.0,47.80,127,3.0,31.50,경기도 수원시,육교형,경기도로공사,2012
57,1064,꽃더미다리,경기도 수원시 영통구 하동,,,하천횡단,37,16.0,57.9,127,4.0,8.5,경기도 수원시,육교형,경기도로공사,2012
58,1065,새터다리,경기도 수원시 영통구 하동,,,왕복8차선,37,16.0,55.5,127,4.0,17.5,경기도 수원시,육교형,경기도로공사,2012
59,1066,개야생태이동통로,강원도 홍천군 서면 개야리,,86,왕복2차선,37,41.0,26.8,127,38.0,3.5,강원도 도로관리사업소,육교형,강원도,2007
60,1067,,강원도 강릉시 왕산면 왕산리,,415호선,왕복2차선,37,37.0,12.70,128,46.0,21.70,강원도 로로관리사업소 강릉지소,육교형,강원도,2005
61,1068,댓재 생태통로,강원도 삼척시 하장면 번천리,,28호선,왕복2차선,37,23.0,0.28,129,0.0,33.68,강원도 도로관리사업소 태백지소,터널형,강원도,200412
62,1069,,강원도 홍천군 북방면 굴지리,,14호선,왕복2차선,37,41.0,26.8,127,38.0,3.5,강원도 홍천군,육교형,강원도 홍천군,200712
63,1070,원암～천진 개착식터널,강원도 고성군 토성면 원암리,,12호선,왕복4차선,38,12.0,59,128,30.0,16,강원도 고성군,육교형,강원도 고성군,200912
64,1071,달거리생태이동통로,강원도 화천군 하남면 서오지리,,5호선,왕복2차선,38,3.0,39.97,127,38.0,39.13,강원도 도로관리사업소 북부지소,터널형,강원도 도로관리사업소 북부지소,201108
65,1072,,충청북도 청주시 청원구 율량동,,산 128-1도,하부 왕복 6차선,36,39.0,10.55,127,30.0,46.00,충청북도 청주시,육교형,충청북도 청주시,1999
66,1073,,충청북도 괴산군 사리면 사담리,,,왕복2차선,36,49.0,35.8,127,39.0,35.8,충청북도 괴산군,육교형,충청북도,2006
67,1074,이곡리,충청북도 괴산군 사리면 이곡리,,515호선,왕복2차선,36,46.0,46.00,127,42.0,53.00,충청북도 도로관리사업소,터널형,충청북도,2009
68,1075,,충청북도 보은군 마로면 갈전리,,15호선(갈전-법화),왕복2차선,36,22.0,18.130315693872,127,50.0,32.554090484484,충청북도 보은군,육교형,충청북도,2008
69,1076,,충청북도 보은군 탄부면 평각리,,리도 203호선(평각-어암),1차로,36,27.0,36.396066304656,127,45.0,31.506328571040004,충청북도 보은군,육교형,충청북도,2004
70,1077,,충청북도 청원군 강내면 궁현리,,면도 103호선,왕복2차선,36,34.0,29.00,127,22.0,43.00,충청북도 청주시,육교형,충청북도 청원군,2009
71,1078,,충청북도 청원군 강내면 연정리,,면도 103호선,왕복2차선,36,34.0,22.00,127,22.0,53.00,충청북도 청주시,육교형,충청북도 청원군,2009
72,1079,,충청북도 청원군 남일면 신송리,,101호선,왕복2차선,36,34.0,24.00,127,29.0,8.00,충청북도 청주시,육교형,충청북도,2005
73,1080,,충청북도 청원군 남일면 황청리,,106호선,왕복2차선,36,36.0,6.00,127,32.0,58.00,충청북도 청주시,육교형,충청북도,2001
74,1081,,충청북도 청원군 미원면 운용리,,101호선,왕복2차선,36,40.0,22.7497514016,127,40.0,4.051933286592,충청북도 청주시,육교형,충청북도,2009
75,1082,성화2 생태교량,충청북도 청주시 서원구 성화동 1076,,성봉로,왕복4차선,36,36.0,41.79,127,26.0,59.79,충청북도 청주시,육교형,LH공사,20110331
76,1083,,충청북도 청주시 서원구 성화동 658,,52번길,왕복4차선,36,36.0,53.18,127,27.0,24.01,충청북도 청주시,육교형,LH공사,201005
77,1084,,충청북도 청주시 서원구 수곡동 214-30,,47,왕복2차선,36,36.0,51.32,127,28.0,51.92,충청북도 청주시,육교형,충청북도 청주시,2009
78,1085,,충청북도 괴산군 괴산읍 동부리,,,왕복2차선,36,48.0,52.4,127,42.0,38.2,충청북도 괴산군,육교형,충청북도,2008
79,1086,방곡리,충청북도 단양군 대강면 방곡리,,534호선,왕복2차선,36,48.0,32.39,128,21.0,18.27,충청북도 단양군,육교형,충청북도,2009
80,1087,,충청북도 청주시 청원구 오창읍 구룡리,,구룡리 442도,왕복4차선,36,43.0,2,127,25.0,4,충청북도 청주시,육교형,충청북도,2001
81,1088,,충청북도 청주시 청원구 오창읍 양청리,,양청리 882도(호수공원 주변),왕복4차선,36,42.0,44,127,25.0,31,충청북도 청주시,육교형,충청북도,2001
82,1089,,충청북도 청주시 청원구 오창읍 각리,,구룡리 472도,왕복6차선,36,42.0,46,127,25.0,14,충청북도 청주시,육교형,충청북도,2001
83,1090,각리,충청북도 청원군 오창읍 각리,,540호,왕복6차선,36,42.0,48.1,127,25.0,19.2,충청북도 도로관리사업소,육교형,충청북도,2001
84,1091,,충청북도 청주시 청원구 오창읍 여천리,,213호선,왕복2차선,36,46.0,03,127,28.0,24,충청북도 청주시,육교형,충청북도,2001
85,1092,소로1-194호,충청남도 천안시 유량동,,용연저수지도로,왕복2차선,36,48.0,55.31,127,11.0,4.48,충청남도 천안시,육교형,충청남도,2003
86,1093,대로3-1호,충청남도 천안시 서북구 불당동,,,왕복4차선,36,48.0,38.03,127,6.0,53.82,충청남도 천안시,육교형,충청남도,2004
87,1094,중로1-44호,충청남도 천안시 불당동,,,왕복4차선,36,48.0,24.24,127,6.0,48.6,충청남도 천안시,육교형,충청남도,2004
88,1095,중로 1-21호,충청남도 천안시 용곡동,,,왕복4차선,36,47.0,31.16,127,8.0,8.93,충청남도 천안시,육교형,충청남도,2005
89,1096,지방산업단지 진입도로,충청남도 천안시 부대동,,,왕복6차선,36,50.0,48.76,127,10.0,2.28,충청남도 천안시,터널형,충청남도,2006
90,1097,,충청남도 천안시 풍세면 남관리,,(629호),왕복4차선,36,45.0,30.26,127,5.0,0.97,충청남도 천안시,육교형,충청남도,2008
91,1098,,충청남도 천안시 청당동,,3-26호,왕복6차선,36,46.0,33.59,127,8.0,32.68,충청남도 천안시,육교형,LH공사,2009
92,1099,,충청남도 천안시 청당동,,1-79호,왕복6차선,36,46.0,48.36,127,9.0,13.5,충청남도 천안시,육교형,LH공사,2009
93,1100,,충청남도 천안시 청당동,,3-25호,왕복6차선,36,46.0,48.36,127,9.0,13.5,충청남도 천안시,터널형,LH공사,2009
94,1101,,충청남도 천안시 청당동,,3-5호,왕복4차선,36,46.0,48.36,127,9.0,13.5,충청남도 천안시,터널형,LH공사,2009
95,1102,용곡생태통로,충청남도 아산시 배방읍 장재리,,2-1,왕복6차선,36,47.0,30.5,127,5.0,39.28,충청남도 아산시,육교형,LH공사,
96,1103,연화생태통로,충청남도 아산시 배방읍 장재리,,3-5,왕복5차선,36,47.0,18.9,127,6.0,7.93,충청남도 아산시,육교형,LH공사,
97,1104,,충청남도 서산시 지곡면 무장리,,70호선,왕복4차선,36,51.0,56.70,126,26.0,38.10,충청남도 서산시,터널형,충청남도,200512
98,1105,,충청남도 서산시 지곡면 무장리,,70호선,왕복4차선,36,51.0,50.3,126,26.0,46.3,충청남도 서산시,터널형,충청남도,200512
99,1106,초락도리 생태통로,충청남도 당진시 석문면 초락도리,,647호선,왕복2차선,36,59.0,8.935604630232,126,30.0,51.60288810765612,충청남도 종합건설사업소 홍성지소,육교형,충청남도 종합건설사업소,2007
100,1107,,충청남도 금산군 금성면 두곡리,,103호,왕복2차선,36,8.0,55.47,127,27.0,49.77,충청남도 금산군,육교형,충청남도 금산군,200711
101,1108,신성리 1번,충청남도 부여군 규암면 금암-신성,,10호선,왕복2차선,36,16.0,56.52,126,54.0,24.43,충청남도 부여군,육교형,충청남도 부여군,201106
102,1109,온천통문,충청남도 청양군 장평면 적곡리,,11호선,왕복2차선,36,23.0,47.00,126,54.0,16.73,충청남도,육교형,충청남도,200406
103,1110,,충청남도 태안군 안면읍 승언리,,14호,왕복2차선,36,30.0,56.5,126,19.0,54,충청남도 태안군,육교형,충청남도 태안군,2002
104,1111,,충청남도 태안군 원북면 신두리,,14호선,왕복2차선,36,50.0,28.459796086824,126,12.0,20.013875004564,충청남도 태안군,육교형,충청남도 태안군,2005
105,1112,숭림사 생태통로,전라북도 익산시 함라면 금성리,,723호선,왕복2차선,36,4.0,2.03,126,54.0,42.44,전라북도 도로관리사업소,육교형,전라북도,2009
106,1113,서구이재 생태통로,전라북도 장수군 장수읍 송천리,,742호선,왕복2차선,35,37.0,34,127,29.0,32.68,전라북도 도로관리사업소,육교형,전라북도,2003
107,1114,노루재 생태통로,전라북도 무주군 부남면 장안리,,635호선,왕복2차선,35,52.0,51.63,127,35.0,50.93,전라북도 도로관리사업소,육교형,전라북도,2000
108,1115,슬치재 생태통로,전라북도 임실군 관촌면 슬치리,,745호선,왕복2차선,35,41.0,23.1,127,14.0,26.58,전라북도 도로관리사업소,육교형,전라북도,2002
109,1116,소비재 생태통로,전라북도 장수군 계북면 농소리,,743호선,왕복2차선,35,45.0,42.31,127,38.0,0.64,전라북도 도로관리사업소,육교형,전라북도,2006
110,1117,복성이재 생태통로,전라북도 장수군 번암면 노단리,,751호선,왕복2차선,35,31.0,41.19,127,33.0,46.96,전라북도 도로관리사업소,터널형,전라북도,2005
111,1118,못토재 생태통로,전라북도 순창군 풍산면 죽곡리,,729호선,왕복2차선,35,21.0,31.14,127,7.0,8.94,전라북도 순창군,육교형,전라북도 순창군,2006
112,1119,무릉고개 생태통로,전라북도 장수군 번암면 지지리,,743호선,왕복2차선,35,38.0,32.753322339179995,127,36.0,59.969814297156,전라북도 도로관리사업소,육교형,전라북도,2008
113,1120,우덕 생태통로,전라북도 정읍시 덕천면 우덕리,,705호선,왕복4차선,35,37.0,46.74,126,50.0,12.1,전라북도 도로관리사업소,육교형,전라북도,2010
114,1121,월곡 생태통로,전라북도 고창군 고창읍 월곡리,,15호선,왕복4차선,35,26.0,34.56,126,42.0,32.74,전라북도 도로관리사업소,육교형,전라북도,2004
115,1122,월명터널,전라북도 군산시 소룡동,,대로,왕복6차선,35,58.0,2.27,126,41.0,18.47,전라북도 군산시,육교형,전라북도 군산시,200912
116,1123,,전라북도 순창군 순창읍 백산리,,729호선,왕복4차선,35,21.0,30.91,127,7.0,7.63,전라북도 순창군,육교형,전라북도 순창군,2005
117,1124,,전라북도 순창군 팔덕면 구룡리,,202호선,왕복4차선,35,23.0,30.01,127,6.0,50.18,전라북도 순창군,육교형,전라북도 순창군,2006
118,1125,,전라북도 순창군 팔덕면 구룡리,,202호선,왕복4차선,35,23.0,1.71,127,6.0,30.96,전라북도 순창군,육교형,전라북도 순창군,2007
119,1126,,전라북도 순창군 팔덕면 월곡리,,11호선,왕복4차선,35,25.0,15.29,127,6.0,5.92,전라북도 순창군,육교형,전라북도 순창군,2007
120,1127,,전라북도 순창군 팔덕면 월곡리,,11호선,왕복4차선,35,25.0,15.77,127,5.0,52.95,전라북도 순창군,육교형,전라북도 순창군,2007
121,1128,,전라북도 고창군 고창읍 월곡리,,15호선,왕복4차선,35,26.0,34.56,126,42.0,32.74,전라북도 고창군,육교형,전라북도,2003
122,1129,부귀1생태통로,전라북도 고창군 아산면 주진리,,15호선,왕복4차선,35,26.0,34.65,126,36.0,48.22,전라북도 고창군,터널형,전라북도,2013
123,1130,부귀2생태통로,전라북도 고창군 아산면 학전리,,15호선,왕복4차선,35,26.0,34.14,126,36.0,41.52,전라북도 고창군,터널형,전라북도,2013
124,1131,부흥산 생태통로,전라남도 목포시 옥암동,,,왕복8차선,34,48.0,38,126,26.0,32,전라남도 목포시,육교형,전라남도 목포시,2007
125,1132,웅천 생태터널,전라남도 여수시 웅천동,,,왕복6차선,34,45.0,15.5,127,40.0,30.52,전라남도 여수시,육교형,전라남도 여수시,200708
126,1133,,전라남도 광양시 광양읍 우산리,,,왕복4차선,34,59.0,11,127,35.0,8,전라남도 광양시,육교형,전라남도 광양시,201207
127,1134,,전라남도 구례군 신학리,,103호선,왕복2차선,35,19.0,5.312108711388,127,25.0,34.319690697828,전라남도 구례군,육교형,전라남도,2002
128,1135,,전라남도 구례군 산동면 둔사리,,103호선,왕복2차선,35,18.0,18.52,127,23.0,42.41,전라남도 구례군,육교형,전라남도,2002
129,1137,,전라남도 보성군 율어면 선암리,,6호선,왕복2차선,34,50.0,47.06,127,13.0,33.04,전라남도 보성군,육교형,전라남도 보성군,201205
130,1138,무안광주선 16.94k,전라남도 함평군 학교면 마산리,,12호선,왕복4차선,35,4.0,0.42,126,35.0,14.88,한국도로공사,터널형,한국도로공사,2007
131,1139,,전라남도 영광군 영광읍 학정리,,1-1,왕복4차선,35,15.0,54.3,126,30.0,36.5,전라남도 영광군,육교형,전라남도 영광군,201003
132,1142,,전라남도 장성군 삼계면 수옥리,,893호선,왕복2차선,35,16.0,57.81,126,41.0,36.27,전라남도,육교형,국토교통부,2007
133,1143,,경상북도 문경시 가은읍 작천리,,11호선,왕복2차선,36,39.0,3,128,2.0,12.97,경상북도 문경시,육교형,경상북도 문경시,200111
134,1144,,경상북도 김천시 구성면 마산리,,901호선,왕복2차선,36,4.0,2.50733529138,127,57.0,17.415205959456,경상북도 종합건설사업소,육교형,경상북도,200512
135,1145,밤티재,경상북도 상주시 화북면 중벌리,,997호선,왕복2차선,36,35.0,9,127,52.0,54,경상북도 상주시,육교형,경상북도 상주시,200510
136,1146,도래기재 생태통로,경상북도 봉화군 춘양면 우구치리,,88호선,왕복2차선,37,2.0,20.3159126420016,128,47.0,50.45326422381576,경상북도 종합건설사업소 북부지소,육교형,경상북도,2005
137,1147,,경상북도 경주시 현곡면 나원리,,68호선,왕복2차선,35,53.0,7,129,12.0,20,경상북도 종합건설사업소,육교형,경상북도,200612
138,1148,여우목재 생태통로,경상북도 예천군 상리면 명봉리,,901호선,왕복2차선,36,46.0,26.3922041920224,128,21.0,53.129746421532,경상북도 종합건설사업소 북부지소,육교형,경상북도,2007
139,1149,,경상북도 군위군 산성면 운산리,,10호선(산성∼부계),왕복2차선,36,6.0,40.398203384082,128,40.0,41.085685726536,경상북도 군위군,육교형,경상북도 군위군,201006
140,1154,,경상남도 창원시 진해구 원포동,,362번길,왕복2차선,35,6.0,2.41,128,41.0,46.85,경상남도 창원시,터널형,경상남도 창원시,2007
141,1155,대원로 66번길,경상남도 창원시 의창구 두대동,,300호선,왕복4차선,35,14.0,12.17,128,39.0,19.2,경상남도 창원시,육교형,경상남도 창원시,2008
142,1156,두산볼보로,경상남도 창원시 성산구 귀현동,,299호선,왕복6차선,35,11.0,25.11,128,37.0,21.91,경상남도 창원시,육교형,경상남도 창원시,2005
143,1157,안민생태교,경상남도 창원시 성산구 천선동,,299호선,왕복2차선,35,10.0,7,128,41.0,59,경상남도 창원시,육교형,경상남도 창원시,2000
144,1158,생태교량,경상남도 창원시 마산합포구 현동,,,왕복6차선,35,8.0,55.38,128,33.0,24.51,경상남도 창원시,육교형,경상남도 창원시,201311
145,1159,,경상남도 밀양시 단장면 구천리,,1077,왕복2차선,35,33.0,25.74,128,56.0,21.91,경상남도 밀양시,육교형,경상남도 밀양시,200912
146,1160,,경상남도 밀양시 산내면 남명리,,1077,왕복2차선,35,33.0,43.39,128,56.0,34.65,경상남도 밀양시,육교형,경상남도 밀양시,200912
147,1161,낙서 전화 생태통로,경상남도 의령군 낙서면 전화리,,101,왕복2차선,35,23.0,14.85,128,12.0,10.29,경상남도 의령군,육교형,경상남도 의령군,200612
148,1162,쇄목재 생태통로,경상남도 의령군 대의면 신전리,,1013,왕복2차선,35,29.0,36.74,128,22.0,38.87,경상남도 도로관리사업소,육교형,경상남도 의령군,200812
149,1163,,경상남도 고성군 마암면 보전리,,,왕복2차선,35,1.0,53.13,128,22.0,8.48,경상남도 고성군,육교형,경상남도,200703
150,1164,,경상남도 고성군 구만면 주평리,,(용안-봉동),왕복2차선,35,6.0,5.09,128,21.0,32.57,경상남도 고성군,육교형,경상남도,201003
151,1165,문의 생태통로,경상남도 남해군 설천면 문의리,,,왕복2차선,34,56.0,21,127,54.0,24,경상남도 남해군,육교형,경상남도 남해군,2004
152,1166,임포 생태통로,경상남도 남해군 남면 임포리,,10호선,왕복2차선,34,44.0,43,127,53.0,22,경상남도 남해군,육교형,경상남도 남해군,2008
153,1167,임포 생태통로,경상남도 거창군 위천면 강천리산,,201호선,왕복1차선,35,45.0,47.163834725796,127,48.0,44.640769170564,경상남도 남해군,육교형,경상남도 남해군,2008
154,1168,,제주특별자치도 서귀포시 남원읍 신례리,,(1131호선),왕복4차선,33,19.0,29.95,126,35.0,56.65,제주특별자치도,터널형,제주지방국토관리청,200012
155,1169,,제주특별자치도 제주시 애월읍 하귀리,,,왕복4차선,33,28.0,24.72,126,24.0,34.69,제주특별자치도,터널형,제주지방국토관리청,200012
156,1170,,제주특별자치도 제주시 애월읍 봉성리,,,왕복4차선,33,21.0,9.84,126,21.0,34.35,제주특별자치도,터널형,제주특별자치도,200212
157,1171,,제주특별자치도 제주시 애월읍 봉성리,,(1135호선),왕복4차선,33,22.0,3.98,126,22.0,5.31,제주특별자치도,터널형,제주특별자치도,200212
158,1172,,제주특별자치도 제주시 애월읍 소길리,,(1135호선),왕복4차선,33,25.0,44.1,126,24.0,48,제주특별자치도,터널형,제주특별자치도,200212
159,1173,,제주특별자치도 제주시 애월읍 광령리,,,왕복4차선,33,28.0,21.14,126,25.0,31.08,제주특별자치도,터널형,제주지방국토관리청,200212
160,1174,,제주특별자치도 서귀포시 안덕면 서광리,,(1135호선),왕복4차선,33,16.0,25.13,126,18.0,12.03,제주특별자치도,터널형,제주특별자치도,200412
161,1175,,제주특별자치도 서귀포시 대정읍 안성리,,(1135호선),왕복4차선,33,15.0,31.62,126,17.0,19.21,제주특별자치도,터널형,제주특별자치도,200412
162,1176,,제주특별자치도 제주시 애월읍 광령리,,(1139호선),왕복2차선,33,21.0,55.4,126,28.0,2.81,제주특별자치도,터널형,제주지방국토관리청,200612
163,1177,,제주특별자치도 제주시 애월읍 광령리,,(1139호선),왕복2차선,33,21.0,55.4,126,28.0,2.81,제주특별자치도,터널형,제주지방국토관리청,200612
164,1178,,제주특별자치도 서귀포시 중문동,,(1139호선),왕복2차선,33,21.0,4.6,126,27.0,41.41,제주특별자치도,터널형,제주지방국토관리청,200612
165,1179,,제주특별자치도 제주시 애월읍 광령리,,(1139호선),왕복2차선,33,22.0,19.57,126,28.0,18.09,제주특별자치도,터널형,제주지방국토관리청,200612
166,1180,한라생태숲 생태통로,제주특별자치도 제주시 516로 2596,,(1131호),왕복2차선,33,25.0,45,126,35.0,55.2,제주특별자치도,터널형,국토교통부,200812
